,daft_id,date_entered,views,type,rent,num_bedroom,num_bathroom,available_from,furnished,lease,ber_rating,address,distance_from_city_centre,latitude,longitude,region,url,input_date,property_id
80,216602188,2023-07-06,2052,Apartment,2100.0,1,2, Immediately, Yes, Minimum 1 Year,B3,"Apt 5, 10 Sydenham Road, Ballsbridge, Dublin 4",3.405266638,53.328246,-6.224965,Dublin 4,https://www.daft.ie/for-rent/apartment-apt-5-10-sydenham-road-ballsbridge-dublin-4/5301014,2023-07-06,403d475a18ba0bfa01a975fa4de0399afa45b3bc5bb7128719f99c626775e3ae
81,216439267,2023-07-06,4756,House,2150.0,2,1, Immediately, Optional, Minimum 1 Year,C2,"34 Ormond Square, Ormond Quay Upper, Dublin 7",0.241540814,53.346412,-6.270494,Dublin 7,https://www.daft.ie/for-rent/house-34-ormond-square-ormond-quay-upper-dublin-7/5282671,2023-07-06,47419563e9e03f42dc55323a5fe84c3bda4707fd5dd5615f22b9c52b2bbca3e8
82,216880510,2023-07-06,939,Apartment,2100.0,2,1, Immediately, Yes, Minimum 1 Year,C2,"Apartment 21, Saint Catherine's Court, Dublin 8",0.931115611,53.343636,-6.280908,Dublin 8,https://www.daft.ie/for-rent/apartment-apartment-21-saint-catherines-court-dublin-8/5329666,2023-07-06,7ca2dc1f5db88ad9b16a9e01f939cf562a223e6f227d262f98d1ed01245f67ae
83,216578889,2023-07-06,1413,House,3450.0,4,3, Immediately, Yes, Minimum 1 Year,B2,"Corbally Park, Citywest, Co. Dublin",13.07242645,53.275532,-6.424865,,https://www.daft.ie/for-rent/house-corbally-park-citywest-co-dublin/5297924,2023-07-06,4bc16f021cd32a9a52e76bb2ab5190008a92da71ec8274f19b5e11f0fc1fd514
85,216869600,2023-07-06,973,House,2700.0,4,1, Immediately, Yes, Minimum 1 Year,D2,"300 Saint James's Road, Greenhills, Dublin 12",6.368552944,53.308588,-6.340384,Dublin 12,https://www.daft.ie/for-rent/house-300-saint-jamess-road-greenhills-dublin-12/5328541,2023-07-06,92ef6c2a98e018f054cfc0c28637a9d9c2ff6a05dd720761e059a8043449384f
87,216894755,2023-07-06,567,House,2500.0,3,1, Immediately, Yes, Minimum 1 Year,D2,"Clonsilla Park, Clonsilla, Dublin 15",8.939748643,53.386046,-6.383122,Dublin 15,https://www.daft.ie/for-rent/house-clonsilla-park-clonsilla-dublin-15/5331021,2023-07-06,34dd57d2f43bcd375d89f8eed9b40d85b0cf8ed473cf99f9c36df19b23a85b62
88,216063473,2023-07-06,7871,House,2856.0,5,4, Immediately, No, No Minimum,C3,"Charlestown Park, Finglas, Dublin 11",6.908475154,53.40406539,-6.301353369,Dublin 11,https://www.daft.ie/for-rent/house-charlestown-park-finglas-dublin-11/4715379,2023-07-06,24f757c2ec994a352a41e86f5874e47832fde2e417da7d0b158e2892162949e2
89,216250919,2023-07-06,6642,House,2100.0,3,1, Immediately, No, No Minimum,,"Wheatfield Drive, Clondalkin, Dublin 22",8.345406039,53.3434464,-6.392514,Dublin 22,https://www.daft.ie/for-rent/house-wheatfield-drive-clondalkin-dublin-22/4737946,2023-07-06,737a9bb29b8850dbce4b55864b9fb3b34c710a164a754236c91cb27a6e085802
90,216856915,2023-07-06,1565,Apartment,2337.0,2,1, Immediately, Yes, Minimum 1 Year,C1,"Christchurch View, Christchurch, Dublin 8",0.431510226,53.342332,-6.271138,Dublin 8,https://www.daft.ie/for-rent/apartment-christchurch-view-christchurch-dublin-8/5327322,2023-07-06,fcd9f3fc231800da9d0320e4c3ceb9733eb97233027d108fa864af83b3f65f0a
91,215934165,2023-07-06,11671,House,2900.0,3,3, Immediately, Yes, Minimum 1 Year,D1,"1 Barnwell Lane, Hansfield",12.6852288,53.391471,-6.441591,,https://www.daft.ie/for-rent/house-1-barnwell-lane-hansfield/4701295,2023-07-06,d59600cb4ba70e825da673c40c9f30aee788c87a67a73a32ffe81dc0c744aa66
92,216878301,2023-07-06,506,House,2650.0,3,3," Jul 7th, 2023", Yes, Minimum 1 Year,A3,"5 Slade Castle Avenue, Saggart, Co. Dublin",14.02362147,53.278217,-6.445217,,https://www.daft.ie/for-rent/house-5-slade-castle-avenue-saggart-co-dublin/5329459,2023-07-06,2b386706aa9de984ac44a7d5251cfaa8af4ed2f9fca43b5047e40b8b11e1798f
93,216472031,2023-07-06,7233,House,2074.0,3,1, Immediately, No, No Minimum,,"Errigal Road, Drimnagh, Dublin 12",4.268344771,53.3271427,-6.323572,Dublin 12,https://www.daft.ie/for-rent/house-errigal-road-drimnagh-dublin-12/5286108,2023-07-06,cadf2550c578020708a7c67e59d8d546c61bc0220265932a85cbe1e3eb8da73b
94,216759135,2023-07-06,11148,Apartment,1000.0,1,1, Immediately, No, No Minimum,,"Wellmount Green, Finglas, Dublin 11",5.222771937,53.3850228,-6.3093874,Dublin 11,https://www.daft.ie/for-rent/apartment-wellmount-green-finglas-dublin-11/5316077,2023-07-06,26cc2d30dd96bc79e1878b3c150a234831895dc0ad203bbd1d6f19486a358e5f
95,216093519,2023-07-06,14731,House,1700.0,2,1, Immediately, No, No Minimum,,"Downpatrick Road, Crumlin, Dublin 12",3.064367898,53.32616,-6.3001035,Dublin 12,https://www.daft.ie/for-rent/house-downpatrick-road-crumlin-dublin-12/4718424,2023-07-06,b095c7a1158b0ddedd97f2fcd5544d56a4d119a93b3156fe99443b515a6c7653
96,215871416,2023-07-06,4649,House,2400.0,3,1, Immediately, No, No Minimum,,"Raheen Drive, Ballyfernot, Ballyfermot, Dublin 10",6.111167989,53.3361638,-6.3576866,Dublin 10,https://www.daft.ie/for-rent/house-raheen-drive-ballyfernot-ballyfermot-dublin-10/4690628,2023-07-06,4c851ddb7470524b8fc4db3571db90bfe9362bd814f239f5e80bcfec703bb0b6
97,216897117,2023-07-06,378,Apartment,2550.0,2,1," Jul 15th, 2023", Yes, Minimum 1 Year,D2,"Cumberland Mews, Lad Lane, Dublin 2",1.691689129,53.333747,-6.251019,Dublin 2,https://www.daft.ie/for-rent/apartment-cumberland-mews-lad-lane-dublin-2/5331055,2023-07-06,0afbb6b580e27e2faa7bf76b0b28123b40cff4bbaf105f83ab4d1c9cd2f06eeb
98,216871294,2023-07-06,1982,House,2500.0,2,2, Immediately, Yes, Minimum 1 Year,D2,"7 Garrynure, Milltown, Dublin 6",3.546116602,53.316274,-6.245807,Dublin 6,https://www.daft.ie/for-rent/house-7-garrynure-milltown-dublin-6/5328637,2023-07-06,70f1cd234e66098cfc2c7a4dd7a524a331858d6a3a61df2d776973f143dfa983
99,216514759,2023-07-06,12053,Studio,1150.0,0,1, Immediately, No, No Minimum,C3,"Malahide Road, Artane, Dublin 5",5.500887198,53.3806481,-6.2092685,Dublin 5,https://www.daft.ie/for-rent/studio-apartment-malahide-road-artane-dublin-5/5290956,2023-07-06,41186809eb8253e7df18e54edf1cd82971546bd405ccd6f9cbdfe33d48c956bf
100,215682552,2023-07-06,12919,House,2200.0,2,1, Immediately, Optional, Minimum 1 Year,D1,"Dolphin Road, Drimnagh, Dublin 12",2.34099454,53.332195,-6.294563,Dublin 12,https://www.daft.ie/for-rent/house-dolphin-road-drimnagh-dublin-12/4669666,2023-07-06,50a4308dc0ac69887db1b8f8513fbe4d9825009d6e4ea43c328b79f4d185da9a
102,216882000,2023-07-06,630,House,3250.0,3,1, Immediately, Yes, Minimum 1 Year,BER Exempt,"Eblana Villas, Grand Canal Street Lower, Dublin 2",1.719030521,53.340583,-6.242752,Dublin 2,https://www.daft.ie/for-rent/house-eblana-villas-grand-canal-street-lower-dublin-2/5329771,2023-07-06,93615726b8981bcd81acc82591a63f7c2b9d56da66ae8ce645f751266084a9a9
103,216894752,2023-07-06,1136,Apartment,1500.0,1,1, Immediately, Yes, Minimum 3 Months,BER Exempt,"Flat 1, 47 Grove Park, Rathmines, Dublin 6",1.794133901,53.329329,-6.268384,Dublin 6,https://www.daft.ie/for-rent/apartment-flat-1-47-grove-park-rathmines-dublin-6/5331014,2023-07-06,dbb4dc97cd5e047744d4135b63100e51afcd069d836d5f054d3822b33eec5953
104,216740931,2023-07-06,4568,Apartment,2200.0,2,2, Immediately, Yes, Minimum 1 Year,BER Exempt,"Apartment 4, Temple Court, Northwood, Santry, Dublin 9",6.812409396,53.405653,-6.248883,Dublin 9,https://www.daft.ie/for-rent/apartment-apartment-4-temple-court-northwood-santry-dublin-9/5314461,2023-07-06,eb509f2a73f89fd6972e395fe2a7522b2380dc1f94ee1ead8f1d9357dfe43f57
105,216010421,2023-07-06,23037,House,1500.0,2,1, Immediately, No, No Minimum,C1,"Rathvilly Drive, Finglas",5.101978014,53.3811202,-6.3153648,,https://www.daft.ie/for-rent/house-rathvilly-drive-finglas/4708437,2023-07-06,7294e4a3d3987a9390df4405dc7d10730f1bc575df4ec43a1e84cea32a78f2d2
106,215983596,2023-07-06,9200,Apartment,1750.0,1,1, Immediately, No, No Minimum,C1,"Sion Hill Court, Sion Hill Road, Drumcondra",3.797868999,53.37526305,-6.239541793,,https://www.daft.ie/for-rent/apartment-sion-hill-court-sion-hill-road-drumcondra/4706120,2023-07-06,c8ac401af8aac4781e5317cc45d64afca065880998f2a08b0a3fb6e96bdf6703
108,216788829,2023-07-06,2490,Apartment,1800.0,2,1, Immediately, No, No Minimum,,"Saul Road, Crumlin, Dublin 12",3.136371509,53.3254951,-6.3005242,Dublin 12,https://www.daft.ie/for-rent/apartment-saul-road-crumlin-dublin-12/5319229,2023-07-06,781b2124083b2b157cce76c3c89812901f2ea8b79a77ee1c25a530e8e33e207e
110,25314611,2023-07-06,413,Apartment,1300.0,1,1," Jul 17th, 2023", Yes, Minimum 1 Year,D2,"11A Mount Carmel Road, Goatstown, Dublin 14",5.732117704,53.2965162,-6.2403433,Dublin 14,https://www.daft.ie/for-rent/apartment-11a-mount-carmel-road-goatstown-dublin-14/5314611,2023-07-06,a6966fae2010e2a347b53ff06b0200bfd1335b5fbf81d1fc55fc724ef421bc1f
111,216863970,2023-07-06,4522,Apartment,1540.0,2,2, Immediately, No, No Minimum,C3,"Seagrave Drive, Finglas, Dublin 11",6.97382325,53.4059156,-6.2946647,Dublin 11,https://www.daft.ie/for-rent/apartment-seagrave-drive-finglas-dublin-11/5328088,2023-07-06,68b92273d69f009c1fd88ed749da1dce835dd728c39824b68e63b91b7fa2db02
112,216285798,2023-07-06,4469,Apartment,1800.0,1,1, Immediately, No, No Minimum,,"Rainsford Avenue, Dublin 8",8.878679202,53.3208,-6.394016,Dublin 8,https://www.daft.ie/for-rent/apartment-rainsford-avenue-dublin-8/4742307,2023-07-06,e473111c043c8a8e81760a60a7555145090399a420f8c4f2b0ee871e8d4d40a9
113,216784834,2023-07-06,5505,Apartment,1100.0,1,1, Immediately, No, No Minimum,,"Cedarbrook Place, Cherry Orchard, Dublin 10",7.56713226,53.3373519,-6.3800587,Dublin 10,https://www.daft.ie/for-rent/apartment-cedarbrook-place-cherry-orchard-dublin-10/5318943,2023-07-06,5dbaf2a52f48b278920236eb97c3381217944357a5587d8b4da97736cfa1e522
114,215871413,2023-07-06,5454,House,2300.0,3,1, Immediately, No, No Minimum,C3,"Kildonan Road, Finglas, Dublin 11",5.921147411,53.3915724,-6.3115535,Dublin 11,https://www.daft.ie/for-rent/house-kildonan-road-finglas-dublin-11/4690620,2023-07-06,4d374c16f34d8c4569a13f6c2f54b8666dc1137ed78dc64ae7e39dc244ab3d14
115,216169908,2023-07-06,2910,Apartment,2200.0,1,1, Immediately, No, No Minimum,,"Traders Wharf, Ushers Quay, Dublin 8",0.259606497,53.34505694,-6.263408661,Dublin 8,https://www.daft.ie/for-rent/apartment-traders-wharf-ushers-quay-dublin-8/4727822,2023-07-06,0bc82958fcfb1b739c23586f51e0db84596cfc9734fa61ed122e222f971d09b6
116,216598959,2023-07-06,6334,Apartment,1400.0,1,1, Immediately, No, No Minimum,,"Floraville, Clondalkin, Dublin 22",9.108771806,53.327318,-6.4006016,Dublin 22,https://www.daft.ie/for-rent/apartment-floraville-clondalkin-dublin-22/5300692,2023-07-06,918b9dcd2f06b800406671ba607dfddbac2acad8a67c53e118c9ab37e595dfc4
117,216439432,2023-07-06,7485,Apartment,1758.0,1,1, Immediately, No, No Minimum,,"Fitzwilliam Quay, Fitzwilliam Place, Dublin 4",2.668429,53.3406138,-6.2280093,Dublin 4,https://www.daft.ie/for-rent/apartment-fitzwilliam-quay-fitzwilliam-place-dublin-4/5282678,2023-07-06,b0ed07fa3d30046203d0e084b30399fed3c38a2d206d4b309d0d4c92dac6f58d
118,216770534,2023-07-06,3810,Apartment,1165.0,1,1, Immediately, No, No Minimum,,"Cill Cais, Oldbawn, Tallaght, Dublin 24",10.15031139,53.2788528,-6.371329,Dublin 24,https://www.daft.ie/for-rent/apartment-cill-cais-oldbawn-tallaght-dublin-24/5317647,2023-07-06,bc7d1f7cea75858bfc36a70f0060c8a1af518a9a493f4ba311d4f55fab4b8fe4
119,216894737,2023-07-06,608,Apartment,2144.0,2,2," Jul 17th, 2023", Yes, Minimum 1 Year,D2,"Apartment 78, Saint James's Woods, Dublin 8",2.580903727,53.340037,-6.30494,Dublin 8,https://www.daft.ie/for-rent/apartment-apartment-78-saint-jamess-woods-dublin-8/5330964,2023-07-06,3964802c77cb8fc14a0c5ef3647fc8a9f8d461058651dcb07cdeb5e206d378d8
120,216279718,2023-07-06,3319,Apartment,2652.0,2,1, Immediately, No, No Minimum,D1,"Bachelors Walk, Dublin 1",0.392863666,53.3469289,-6.2619097,Dublin 1,https://www.daft.ie/for-rent/apartment-bachelors-walk-dublin-1/4741558,2023-07-06,2a03a6bb302f1212382b697d0d4a4dd070f7ee3fbaa0570fb6bb150ca007c45a
121,216864031,2023-07-06,2262,Apartment,1950.0,1,1, Immediately, Yes, Minimum 1 Year,C3,"Courtney House, Appian Way, Ranelagh, Dublin 6",2.359641454,53.327763,-6.247685,Dublin 6,https://www.daft.ie/for-rent/apartment-courtney-house-appian-way-ranelagh-dublin-6/5328195,2023-07-06,b86620920fd87ffcf2936202343f2c47d30808a37dc1dfc58689ceb92503686a
122,216888064,2023-07-06,1749,House,2002.0,3,2, Immediately, No, No Minimum,,"Manorfields Dale, Clonee, Dublin 15",12.02466482,53.3984368,-6.4246866,Dublin 15,https://www.daft.ie/for-rent/house-manorfields-dale-clonee-dublin-15/5330249,2023-07-06,fdf281e3e74c6b4b3a7a7d5937547e96755c66084cae91f97101997d3774406d
123,216776414,2023-07-06,1695,Apartment,2100.0,2,1, Immediately, No, No Minimum,,"Looceville Court, Crumlin, Dublin 12",4.3617324,53.3217351,-6.3193994,Dublin 12,https://www.daft.ie/for-rent/apartment-looceville-court-crumlin-dublin-12/5318236,2023-07-06,e069be6b547a88a34268ebec887e6c4cbb1157d2e43d504f62a481b5ad2f50e5
124,216794613,2023-07-06,1926,Apartment,1950.0,2,1, Immediately, No, No Minimum,,"Kiltipper Gate, Tallaght, Dublin 24",10.87332341,53.2701937,-6.3713072,Dublin 24,https://www.daft.ie/for-rent/apartment-kiltipper-gate-tallaght-dublin-24/5320239,2023-07-06,d471ca54fac713c4706521490143cbd7814bd5ce87744eb4462a06a3a33e6e93
125,216560567,2023-07-06,3849,House,2305.0,3,2, Immediately, No, No Minimum,,"Hazelbrook Park, Tallaght, Dublin 24",8.922016503,53.29006292,-6.364065288,Dublin 24,https://www.daft.ie/for-rent/house-hazelbrook-park-tallaght-dublin-24/5296078,2023-07-06,2e6ad2af205e89247c207109eb7505b217b172f0d6a4df071ba0d527761f605f
126,216794609,2023-07-06,1226,House,2300.0,3,1, Immediately, No, No Minimum,D1,"Glenties Park, Finglas, Dublin 11",4.989503234,53.3807797,-6.3133638,Dublin 11,https://www.daft.ie/for-rent/house-glenties-park-finglas-dublin-11/5320231,2023-07-06,614e2ec8916eda438a095d329588c02b8a8600a504a68347860d108d529a52b3
127,216742032,2023-07-06,3731,Apartment,1350.0,1,1, Immediately, No, No Minimum,,"Ballyfermot Parade, Ballyfermot, Dublin 10",5.754168327,53.3400951,-6.3531861,Dublin 10,https://www.daft.ie/for-rent/flat-ballyfermot-parade-ballyfermot-dublin-10/5314520,2023-07-06,24959f59c9e64defa65deaf456339e9bb5e42448b35bb1fc0f203ddb0c120dd3
128,216735856,2023-07-06,2254,House,2200.0,3,2, Immediately, No, No Minimum,,"Swiftbrook Drive, Tallaght, Dublin 24",11.34689489,53.284977,-6.4043445,Dublin 24,https://www.daft.ie/for-rent/house-swiftbrook-drive-tallaght-dublin-24/5313922,2023-07-06,15b624bf64a50f58a552e97ba04f4e719d2c157c6ee4379d49d4e294d6597715
129,216856831,2023-07-06,1753,Apartment,1800.0,2,2, Immediately, No, No Minimum,,"Rathgael, Clondalkin, Dublin 22",10.73491907,53.3240703,-6.4243964,Dublin 22,https://www.daft.ie/for-rent/apartment-rathgael-clondalkin-dublin-22/5327272,2023-07-06,b45ee2dd5f282bd63a8932d7239589549a09dd33687c587682d8dd0612490af9
130,216623201,2023-07-06,4347,Apartment,1900.0,2,1, Immediately, No, No Minimum,,"Kilwarden Court, Clondalkin",9.237938058,53.3161793,-6.3970166,,https://www.daft.ie/for-rent/apartment-kilwarden-court-clondalkin/5302896,2023-07-06,6c8547ad220887e07f858118127513db858e8a0969a3a6e8462a80ff7799e2ab
131,216598958,2023-07-06,5487,House,2200.0,3,2, Immediately, No, No Minimum,,"Earlsfort Avenue, Lucan, Co. Dublin",9.89635816,53.3434085,-6.4158064,,https://www.daft.ie/for-rent/house-earlsfort-avenue-lucan-co-dublin/5300690,2023-07-06,e3ede3060b0ecc3f3196e7203ff317ab12d21567de8fc49e36ad2583543222ac
132,216742034,2023-07-06,2492,Apartment,2600.0,2,3, Immediately, No, No Minimum,,"South Gate Apartments, Cork Street, Dublin 8",1.171238478,53.3380512,-6.2797837,Dublin 8,https://www.daft.ie/for-rent/apartment-south-gate-apartments-cork-street-dublin-8/5314521,2023-07-06,d0cf059483b92b739846ddf951199235c559425bc0c7d2ad57b7420523c230bd
133,216742033,2023-07-06,3001,Apartment,1800.0,1,1, Immediately, No, No Minimum,,"Wellington Place, Ballsbridge, Dublin 4",2.529095862,53.3278655,-6.2431768,Dublin 4,https://www.daft.ie/for-rent/apartment-wellington-place-ballsbridge-dublin-4/5314519,2023-07-06,c74c85bee57038e52d774feacf52e9f96e339c28ed0cb4b226f5b44e00e8d38e
134,216467893,2023-07-06,2155,Apartment,2346.0,1,1, Immediately, No, No Minimum,E1,"Apt 49-50 Mary Street, Dublin 1",0.346476873,53.34847466,-6.268384292,Dublin 1,https://www.daft.ie/for-rent/apartment-apt-49-50-mary-street-dublin-1/5285711,2023-07-06,d3bddf78fb10c86c7c0ca0d25158e98489707aed87d7a8f5fa0b7fb1a68853b4
135,216823300,2023-07-06,4599,Apartment,1150.0,1,1, Immediately, No, No Minimum,,"Glenfield Drive, Clondalkin, Dublin 22",9.059502128,53.347389,-6.4032471,Dublin 22,https://www.daft.ie/for-rent/apartment-glenfield-drive-clondalkin-dublin-22/5323062,2023-07-06,142e70b76d74e5ee7db26aade0976f5c1905ba287c8213b8a5f7f5b70b3ba704
136,216888063,2023-07-06,1837,House,1819.0,4,2, Immediately, No, No Minimum,,"Kilmahudrick, Clondalkin, Dublin 22",11.13672677,53.3268931,-6.4315411,Dublin 22,https://www.daft.ie/for-rent/house-kilmahudrick-clondalkin-dublin-22/5330247,2023-07-06,100a57788d83c23f437d4f31845a385e6eef853d49537135532fdb11726f9e38
137,216656682,2023-07-06,1535,Apartment,2346.0,1,1, Immediately, No, No Minimum,C3,"Apt.2, Mary Street, Dublin 1",0.374728782,53.348783,-6.2666463,Dublin 1,https://www.daft.ie/for-rent/apartment-apt-2-mary-street-dublin-1/5305881,2023-07-06,03f107a9dc6f8dab5586b40c68719bade8b367ca4c950de1d30a391138ea7599
138,216560568,2023-07-06,7968,Apartment,2188.0,3,1, Immediately, No, No Minimum,,"Cedarmount, St Brigids Church Road, Stillorgan, Co. Dublin",7.691960561,53.2877953,-6.2035682,,https://www.daft.ie/for-rent/apartment-cedarmount-st-brigids-church-road-stillorgan-co-dublin/5296081,2023-07-06,74acb98eb2bdb9624be73fc02b7ab4a99faafaeb34dc67f6a821566bcb11a62c
139,216800308,2023-07-04,1515,Apartment,1936.0,1,1, Immediately, Yes, Minimum 1 Year,E1,"Apartment 34, 71 Leonard's Court, Dublin 8",1.431826179,53.333515,-6.27534,Dublin 8,https://www.daft.ie/for-rent/apartment-apartment-34-71-leonards-court-dublin-8/5320882,2023-07-06,aa3b57aa8544de456cb30ec19199b097090ede118a157fc38fb0f322ba11a0b1
140,216858282,2023-07-04,1346,Apartment,2300.0,2,1," Jul 10th, 2023", Yes, Minimum 1 Year,BER Exempt,"Cherbury Court, Mount Merrion, Co. Dublin",6.711646426,53.30109,-6.198995,,https://www.daft.ie/for-rent/apartment-cherbury-court-mount-merrion-co-dublin/5327429,2023-07-06,01d9bcfb972e507bbc4b73b83dd8382cad815fc53974241f7b3720c71e699e51
141,216683043,2023-07-04,2717,House,2495.0,2,1, Immediately, Optional, Minimum 1 Year,BER Exempt,"10 Neagh Road, Terenure",3.825896116,53.313851,-6.289925,,https://www.daft.ie/for-rent/house-10-neagh-road-terenure/5309174,2023-07-06,ff720ac4cb694b1e6b29e653e11dc65f9c26b84776617d3549ae58c90cfebdc3
142,216871312,2023-07-04,1093,Studio,1516.666667,0,0," Oct 1st, 2023", Yes, Minimum 6 Months,BER Exempt,"Lorcan Avenue, Kilmore, Dublin 9",5.632650251,53.392169,-6.234771,Dublin 9,https://www.daft.ie/for-rent/studio-apartment-lorcan-avenue-kilmore-dublin-9/5328685,2023-07-06,0d93bc280a5d7a7da5a2ad9bca3e4d786abceedd544c9c5c09289a299d3a0655
143,216690269,2023-07-04,2666,House,3000.0,3,2, Immediately, Yes, Minimum 1 Year,C1,"Sycamore Lawn, Foxrock, Dublin 18",11.26710168,53.263711,-6.1675,Dublin 18,https://www.daft.ie/for-rent/house-sycamore-lawn-foxrock-dublin-18/5309722,2023-07-06,6cb2038e55086d801ca758c3bc051344f248628b31286bcfe4cee5990a9a525d
144,216542051,2023-07-04,4285,Apartment,2000.0,2,2, Immediately, No, Minimum 1 Year,C1,"The Kittiwake, Barnageeragh Cove, K34 VY62, Skerries, Co. Dublin",28.09670101,53.585465,-6.136175,,https://www.daft.ie/for-rent/apartment-the-kittiwake-barnageeragh-cove-k34-vy62-skerries-co-dublin/5294218,2023-07-06,71aacdb7e56e07017851dc855a76b8fd4d88058472d020e1a99124b5a3225d70
145,216748736,2023-07-04,2812,House,2200.0,3,1, Immediately, Yes, Minimum 1 Year,D1,"41 Avondale Avenue, Phibsborough, Dublin 7",1.657443411,53.359597,-6.274959,Dublin 7,https://www.daft.ie/for-rent/house-41-avondale-avenue-phibsborough-dublin-7/5315175,2023-07-06,9594f36c6a1b00d26c9782b0293ea76cc54d96f8b92a4bfdbbcb4dd6fc9a6a4f
146,25305419,2023-07-04,2018,Apartment,2980.0,2,2," Jul 15th, 2023", Yes, Minimum 1 Year,D1,"15 Ashurst, Blackrock, Co. Dublin",6.871477631,53.29729631,-6.20268507,,https://www.daft.ie/for-rent/apartment-15-ashurst-blackrock-co-dublin/5305419,2023-07-06,f49971b72122dfaeb5f60bd68bf1508fbf8133a538043e9ac01af1a65858841c
147,25327906,2023-07-06,1697,Apartment,1632.0,2,1," Jul 9th, 2023", Yes, Minimum 1 Year,B3,"Carrigmore Oak, Saggart, Co. Dublin, Saggart, Co. Dublin",12.93859261,53.283261,-6.431292,,https://www.daft.ie/for-rent/apartment-carrigmore-oak-saggart-co-dublin-saggart-co-dublin/5327906,2023-07-06,2646a5fd4f368658176987dd97281cc32ded59da0225b0805ebadcfe5ef7b675
148,21859365,2023-07-04,66175,Apartment,4246.666667,2,1, Immediately, Yes, No Minimum,BER Exempt,"Serviced Apartments in Malahide, Malahide, Co. Dublin",14.08974824,53.4509236,-6.1501378,,https://www.daft.ie/for-rent/apartment-serviced-apartments-in-malahide-malahide-co-dublin/152700,2023-07-06,4fd2632f6536bc665700c864fb384bcf090abfd336011f6a321bbbf218536e1d
149,216836152,2023-07-06,1574,Apartment,1900.0,1,1, Immediately, No, No Minimum,,"Hybreasal House, South Circular Road, Dublin 8",2.629721582,53.338825,-6.3051604,Dublin 8,https://www.daft.ie/for-rent/apartment-hybreasal-house-south-circular-road-dublin-8/5324293,2023-07-06,64ef0af804554fa0efe5a703c2ee25d1a7f954bf60e18d31f9fcab0a095077ee
