,daft_id,date_entered,views,type,rent,num_bedroom,num_bathroom,available_from,furnished,lease,ber_rating,address,distance_from_city_centre,latitude,longitude,region,url,input_date,property_id
155,25328122,2023-07-04,1650,Apartment,1780.0,1,1, Immediately, Yes, Minimum 3 Months,BER Exempt,"66 South Circular Road, Portobello, Dublin 8",1.503678221,53.3323309,-6.2727488,Dublin 8,https://www.daft.ie/for-rent/apartment-66-south-circular-road-portobello-dublin-8/5328122,2023-07-06,942cb5cedac3119960f81781df020f84193509e008930a4051d82540eccfc439
156,216850767,2023-07-04,1081,Apartment,2500.0,2,1, Immediately, Yes, Minimum 1 Year,C1,"Apartment 144, The Beech, Winter Garden, Dublin 2",1.574147883,53.344298,-6.243696,Dublin 2,https://www.daft.ie/for-rent/apartment-apartment-144-the-beech-winter-garden-dublin-2/5326883,2023-07-06,fa7391930ec8433cf96c2c7c0bdf82803fe6b2c6bef54711bc92b5273736f800
157,215473336,2023-06-29,10409,Apartment,3300.0,3,3, Immediately, Yes, Minimum 1 Year,BER Exempt,"3 Bed Duplex, Occu Brookwood, St. Brigid's Road, Killester, Dublin 5",5.636813575,53.37920052,-6.204144392,Dublin 5,https://www.daft.ie/for-rent/apartment-3-bed-duplex-occu-brookwood-st-brigids-road-killester-dublin-5/4647129,2023-07-06,11662a4159a9066abf10ef8985f059558c0709023ffebf7c3f5f27e7da3c38b1
158,25328275,2023-07-04,654,Apartment,2600.0,2,1," Jul 7th, 2023", Yes, Minimum 1 Year,B2,"Apt 46 Phoenix, River Park, Islandbridge, Dublin 8",2.657367447,53.34756641,-6.306997027,Dublin 8,https://www.daft.ie/for-rent/apartment-apt-46-phoenix-river-park-islandbridge-dublin-8/5328275,2023-07-06,1b032b856218af98022bb2329c33a28238b67682d1abd60c39c5b74f81105608
159,28267269,2023-06-29,7263,Apartment,2378.0,2,2," Jun 30th, 2023", Yes, Minimum 1 Year,BER Exempt,"2 Bed, Occu Verville, Vernon Avenue, Clontarf, Dublin 3",5.271073411,53.36957983,-6.199146639,Dublin 3,https://www.daft.ie/for-rent/apartment-2-bed-occu-verville-vernon-avenue-clontarf-dublin-3/3753091,2023-07-06,e542409a35508b9b5d3dfbbc0625c7ed8e3901275c6020c235e6cb8e9ac3039f
160,216589074,2023-07-04,3329,House,3000.0,2,1, Immediately, Yes, Minimum 1 Year,D2,"Hagan's Court, Lad Lane, Dublin 2",1.721590974,53.335242,-6.247814,Dublin 2,https://www.daft.ie/for-rent/house-hagans-court-lad-lane-dublin-2/5299156,2023-07-06,f8839e5b6415854c35bfcd0f9bbdca33a18318fdc52858f031ee1dbbf59ccb2e
161,28267267,2023-06-29,10208,Apartment,2030.0,1,1, Immediately, Yes, Minimum 1 Year,A2,"1 Bed , Occu Verville, Vernon Avenue, Clontarf, Dublin 3",5.271073411,53.36957983,-6.199146639,Dublin 3,https://www.daft.ie/for-rent/apartment-1-bed-occu-verville-vernon-avenue-clontarf-dublin-3/3753088,2023-07-06,b577a53b2f974af9105ca88947ecf55836d8c30a3b6f9004063e5ef9c7f83d4f
162,22028036,2023-06-30,25015,Apartment,1845.0,2,2," Jul 3rd, 2023", Yes, Minimum 1 Year,B1,"Ashley Hall - 2 Bedroom Apartment, St. Edmunds, St Edmunds, Lucan, Co. Dublin",9.474526249,53.35579266,-6.408475153,,https://www.daft.ie/for-rent/apartment-ashley-hall-2-bedroom-apartment-st-edmunds-st-edmunds-lucan-co-dublin/2315130,2023-07-06,3fdfdbd12c1dba2fab3ca92d9c2a1b2803c782c2fade0716fd92d364e66b2668
163,215256247,2023-06-23,8246,Studio,1650.0,0,0, Immediately, Yes, Minimum 1 Year,A2,"Studio, U Clonsilla, Windmill Lodge, Dublin 15",9.630421338,53.37975025,-6.400053296,Dublin 15,https://www.daft.ie/for-rent/studio-apartment-studio-u-clonsilla-windmill-lodge-dublin-15/4626707,2023-07-06,b3f3bfdbdc97205a3b54cde45ef3f6cfced7765ab49a18c2a3d7c04a2ac35cd6
164,216216195,2023-07-04,6140,Apartment,2500.0,2,2, Immediately, Optional, Minimum 1 Year,A3,"Apartment 21, Sycamore Hall, Leopardstown, Dublin 18",10.54438524,53.259043,-6.202322,Dublin 18,https://www.daft.ie/for-rent/apartment-apartment-21-sycamore-hall-leopardstown-dublin-18/4734139,2023-07-06,093126cc3291b27de00788ae6896dfe6f082d77060d21a2079ad2c42bcfd378e
165,216254982,2023-06-30,437,Apartment,3500.0,2,3, Immediately, Yes, Minimum 1 Year,,"62 The Marker, 62 The Marker, Grand Canal Dock, Dublin 2, Dublin 2, Co. Dublin",1.932418248,53.34483938,-6.238256998,,https://www.daft.ie/for-rent/apartment-62-the-marker-62-the-marker-grand-canal-dock-dublin-2-dublin-2-co-dublin/4738429,2023-07-06,d022b1ccd6edd03153b2e51b2f8b50f1c723e1a0661d299a2c8675fb916d6e7d
166,215503273,2023-06-29,1831,Apartment,2080.0,1,1, Immediately, Yes, Minimum 1 Year,A2,"1 Bedroom apartment, Cheevers Court & Haliday House, Cualanor Crescent, Dun Laoghaire, Co. Dublin",10.75352651,53.28488633,-6.141514584,,https://www.daft.ie/for-rent/apartment-1-bedroom-apartment-cheevers-court-haliday-house-cualanor-crescent-dun-laoghaire-co-dublin/4651241,2023-07-06,5141ccb5e403d788fb89b78d831a797a1957da71d31a2303cb9caddcc568bf51
167,216433123,2023-07-04,4409,Apartment,2744.0,3,2, Immediately, Yes, Minimum 1 Year,C2,"328 Block 17B Marina Village, Malahide, Co. Dublin",14.26902242,53.454696,-6.155011,,https://www.daft.ie/for-rent/apartment-328-block-17b-marina-village-malahide-co-dublin/5282208,2023-07-06,1ae2ac199f1140a9bb1edd9ff9e23fa5b8401dba2ef63a50b0cf9a1e5224e2e4
168,214120484,2023-06-26,14020,Apartment,2600.0,2,2, Immediately, Yes, Minimum 1 Year,A3,"2 Bedroom Apartment , Castle Walk, Castle Walk, Cherrywood, Co. Dublin",12.89389598,53.24962385,-6.158529636,,https://www.daft.ie/for-rent/apartment-2-bedroom-apartment-castle-walk-castle-walk-cherrywood-co-dublin/4494405,2023-07-06,4346141e348dfc910d2d446301a3c18ec91f183c9a6f904df2bf209090a8cdf9
169,21980714,2023-06-28,4238,Apartment,3488.0,2,2," Jul 19th, 2023", Yes, Minimum 1 Year,A2,"2 Bed, Capital Dock Residence, Capital Dock 82 Sir John R, Dublin 2",2.407394695,53.34490596,-6.231118982,Dublin 2,https://www.daft.ie/for-rent/apartment-2-bed-capital-dock-residence-capital-dock-82-sir-john-r-dublin-2/1443910,2023-07-06,56b8782fa362ccbf014c46b14487de27c4ab52446724cc895f03d2b87d5ad550
170,215256248,2023-06-23,14144,Apartment,1900.0,1,1, Immediately, Yes, Minimum 1 Year,A2,"1 bedroom apartment, U Clonsilla, Windmill Lodge, Dublin 15",9.630421338,53.37975025,-6.400053296,Dublin 15,https://www.daft.ie/for-rent/apartment-1-bedroom-apartment-u-clonsilla-windmill-lodge-dublin-15/4626708,2023-07-06,184c05b9f4100884e31d74e9e5012849d2f5103b07237e2ed11797f0c43f99e6
172,213918735,2023-06-30,22325,Apartment,2300.0,1,1, Immediately, Yes, Minimum 1 Year,A3,"1 Bed Apartment, Elmville, Harolds Cross Road, Harolds Cross, Dublin 6W",3.022627267,53.31921911,-6.279104945,Dublin 6,https://www.daft.ie/for-rent/apartment-1-bed-apartment-elmville-harolds-cross-road-harolds-cross-dublin-6w/4279080,2023-07-06,44051df67c364d7e62e9e3056174f93eaf04df6788ef6cf91f7b68c42b2f4625
173,26577786,2023-07-04,54901,Apartment,3420.0,2,2, Immediately, Yes, Minimum 1 Year,A2,"2 Bed Apartment, The Benson, The Benson, Britain Quay, Dublin 2",2.193481834,53.34491432,-6.234331542,Dublin 2,https://www.daft.ie/for-rent/apartment-2-bed-apartment-the-benson-the-benson-britain-quay-dublin-2/3581865,2023-07-06,6a2530c9f8340e04e71c70410f621e6e9357b1d172b294046446961ad67ec54d
174,216492561,2023-06-27,4456,Apartment,2800.0,2,2, Immediately, Yes, Minimum 1 Year,A3,"2 Bedroom Apartment, Oatlands Manor, Cherrygarth, Mount Merrion, Co. Dublin",7.162384326,53.2920369,-6.207266226,,https://www.daft.ie/for-rent/apartment-2-bedroom-apartment-oatlands-manor-cherrygarth-mount-merrion-co-dublin/5287993,2023-07-06,86a746128f25b962bbd6fbcef85f385e53d4d7b2fabc8813ff27fcd9451a0b28
175,216492562,2023-06-27,1871,Apartment,3800.0,3,2, Immediately, Yes, Minimum 1 Year,A3,"3 Bedroom Apartment, Oatlands Manor, Cherrygarth, Mount Merrion, Co. Dublin",7.162384326,53.2920369,-6.207266226,,https://www.daft.ie/for-rent/apartment-3-bedroom-apartment-oatlands-manor-cherrygarth-mount-merrion-co-dublin/5287995,2023-07-06,b4434b5353553e9daac832632de16bf99eaa016c774859d8eab235cca8ed8f57
176,213846362,2023-06-21,8567,Apartment,2454.0,2,2, Immediately, Yes, Minimum 1 Year,A3,"2 Bedroom Apartment, St. Marnocks Bay, Portmarnock, Portmarnock, Co. Dublin",11.19899365,53.4156204,-6.146657192,,https://www.daft.ie/for-rent/apartment-2-bedroom-apartment-st-marnocks-bay-portmarnock-portmarnock-co-dublin/4272827,2023-07-06,0dbbc7be172b1907706ccbe5ce473730d135f902cc0b6cac5515c92cf4dd2d99
177,29393183,2023-06-13,24717,Studio,1775.0,0,0, Immediately, Yes, Minimum 1 Year,A3,"Studio, U Clay Farm, Clay Farm Leopardstown, Leopardstown, Dublin 18",10.32370599,53.26048721,-6.205046691,Dublin 18,https://www.daft.ie/for-rent/studio-apartment-studio-u-clay-farm-clay-farm-leopardstown-leopardstown-dublin-18/3946906,2023-07-06,18bb39a5a98bdc945cda51dd51963ce34a8b44784eb65e18b166a8da80853348
178,214103157,2023-06-26,15133,Apartment,3050.0,3,3, Immediately, Yes, Minimum 1 Year,A3,"3 Bed Duplex , Castle Walk, Castle Walk, Cherrywood, Co. Dublin",12.89389598,53.24962385,-6.158529636,,https://www.daft.ie/for-rent/apartment-3-bed-duplex-castle-walk-castle-walk-cherrywood-co-dublin/4492866,2023-07-06,52409e5019370f36afecc644999e555e4489a269d3dd4f0af7565e123760ab48
179,216848822,2023-07-03,712,Apartment,2646.0,2,2, Immediately, Yes, Minimum 1 Year,A3,"2 Bed, Walled Garden, Wyckham Way , Dundrum, Dublin 14",7.348152437,53.28127016,-6.241268847,Dublin 14,https://www.daft.ie/for-rent/apartment-2-bed-walled-garden-wyckham-way-dundrum-dublin-14/5326692,2023-07-06,f51aa73beb448ce643e4aabc318894aa8d825bba25e54c5536ba9f544c8814e9
180,25330560,2023-07-06,329,Apartment,2600.0,2,1, Immediately, Yes, Minimum 1 Year,C2,"Spencer's Docks , Park Lane, IFSC, Dublin 1",1.964264859,53.34910054,-6.238403097,Dublin 1,https://www.daft.ie/for-rent/apartment-spencers-docks-park-lane-ifsc-dublin-1/5330560,2023-07-06,05225b71e2fc5de2d168d567348d75b5e73e76eb6f10a5d038aed87cece0b589
181,216792977,2023-07-06,1276,House,3500.0,4,1, Immediately, No, Minimum 1 Year,E1,"Oaklands, 418 Collins Avenue, D09YW29, Whitehall, Dublin 9",4.390730721,53.38191,-6.242118,Dublin 9,https://www.daft.ie/for-rent/house-oaklands-418-collins-avenue-d09yw29-whitehall-dublin-9/5320147,2023-07-06,6c90dfe8b95338564926d95b1d444a07fd8c03501dd4a66179142e991118738c
183,216103182,2023-06-20,2470,Apartment,2157.0,1,1, Immediately, Yes, Minimum 1 Year,A3,"1 Bed, Walled Garden, Wyckham Way , Dundrum, Dublin 14",7.348152437,53.28127016,-6.241268847,Dublin 14,https://www.daft.ie/for-rent/apartment-1-bed-walled-garden-wyckham-way-dundrum-dublin-14/4719534,2023-07-06,125f7c66ad52ef35c3153f69fd75ba4eaa110c88bc705ed9643f26e0093f0786
184,29393185,2023-06-13,26142,Apartment,2500.0,2,2, Immediately, Yes, Minimum 1 Year,A3,"2 Bedroom Apartment, U Clay Farm, Clay Farm Leopardstown, Leopardstown, Dublin 18",10.32370599,53.26048721,-6.205046691,Dublin 18,https://www.daft.ie/for-rent/apartment-2-bedroom-apartment-u-clay-farm-clay-farm-leopardstown-leopardstown-dublin-18/3946908,2023-07-06,27e8783b7e58d43e5419e970f1158841315cfee0ec598a08617aebd296505c12
185,216494470,2023-07-06,1792,Apartment,2400.0,1,2, Immediately, Yes, Minimum 1 Year,B3,"Apartment, 228 Harold's Cross Road, Harold's Cross, Dublin 6",2.735566238,53.322004,-6.279659,Dublin 6,https://www.daft.ie/for-rent/apartment-apartment-228-harolds-cross-road-harolds-cross-dublin-6/5288058,2023-07-06,e76a8b22fc8c38089ea33077b4e9f3d3a00fb1d98db8ee6183e66e6c17a705e2
186,216729567,2023-07-06,1746,Apartment,2600.0,2,1, Immediately, Yes, Minimum 1 Year,BER Exempt,"10 Beechwood Avenue Lower, Ranelagh",2.768185937,53.321852,-6.25405,,https://www.daft.ie/for-rent/apartment-10-beechwood-avenue-lower-ranelagh/5313399,2023-07-06,f4b4aa587b85e393d73db8eb09f9a3687a4c5ab1dd763dfc17117f46eb5423cd
187,216881933,2023-07-06,1882,Apartment,1500.0,1,1, Immediately, Yes, Minimum 1 Year,F,"Rathgar Road, Rathgar, Dublin 6",3.269066995,53.31618267,-6.271697252,Dublin 6,https://www.daft.ie/for-rent/flat-rathgar-road-rathgar-dublin-6/5329682,2023-07-06,f1322d64ac41d0a7278e9a95998b9b4c86cf314835c51faf749f11eab5510819
188,25327333,2023-07-06,1237,Apartment,3500.0,1,1, Immediately, Yes, No Minimum,BER Exempt,"La Rochelle, High Street, Christchurch, Christchurch, Dublin 8",0.572101019,53.34311945,-6.274923334,Dublin 8,https://www.daft.ie/for-rent/apartment-la-rochelle-high-street-christchurch-christchurch-dublin-8/5327333,2023-07-06,a8fb9f46e0dfeb8d19a441fa6e982ea1c1ced79d9cb6a9106272efb4223112df
189,216608339,2023-07-06,2466,Apartment,2955.0,2,2, Immediately, Yes, Minimum 6 Months,B3,"Apartment 59, Saunders House, Spencer Dock, Dublin 1",1.992090977,53.349213,-6.238016,Dublin 1,https://www.daft.ie/for-rent/apartment-apartment-59-saunders-house-spencer-dock-dublin-1/5301250,2023-07-06,e9c892be60d9095edd08375ddc8158be63bb7d0647d2cc59f3ce024bc7384d80
190,216901354,2023-07-06,171,Apartment,2500.0,2,1, Immediately, Yes, Minimum 1 Year,C3,"37 Malton House, Custom House Square, IFSC, Dublin 1",1.522731781,53.349519,-6.245432,Dublin 1,https://www.daft.ie/for-rent/apartment-37-malton-house-custom-house-square-ifsc-dublin-1/5331276,2023-07-06,089df04cf632104f1f2b5ab31ab4ff2d4afdfe4c12904fb5d3a17c051903cfbb
191,216631717,2023-07-06,4487,House,2500.0,3,2, Immediately, Yes, Minimum 1 Year,C3,"19 Forest Avenue, Swords, Co. Dublin",11.87011121,53.450805,-6.239623,,https://www.daft.ie/for-rent/house-19-forest-avenue-swords-co-dublin/5303863,2023-07-06,a2b22bfd55129a2a884d775b65a72ea042198d5da075443dc1677987f4f06a43
192,216507477,2023-07-06,3470,Apartment,2700.0,2,2, Immediately, Yes, Minimum 1 Year,C3,"24 Stralem Mews, Ongar Village",12.22027146,53.39227,-6.433305,,https://www.daft.ie/for-rent/apartment-24-stralem-mews-ongar-village/5290393,2023-07-06,1569d2b6d08d5604397d904c02af9638c775b382879b493f200049dc6ea328b4
193,216786307,2023-07-06,3184,House,2400.0,2,1, Immediately, Yes, Minimum 1 Year,BER Exempt,"O'Donoghue Street, Dublin 8",4.253992278,53.336907,-6.329512,Dublin 8,https://www.daft.ie/for-rent/house-odonoghue-street-dublin-8/5319103,2023-07-06,2c7f35dbb758ebc6a7bc907440ef3889f1db3f630822b73516cd6a99a3ae4713
194,216664238,2023-07-06,7257,House,2500.0,3,2," Jul 14th, 2023", Yes, Minimum 3 Months,C3,"Shanowen Avenue, Santry, Dublin 9",4.805975004,53.38823944,-6.257706994,Dublin 9,https://www.daft.ie/for-rent/house-shanowen-avenue-santry-dublin-9/5306681,2023-07-06,cf32c54d7004bddfdbfabc305a0515fea7341f095fe2149b838bbe67a6916e20
195,216873145,2023-07-06,3828,House,2890.0,4,3, Immediately, Yes, Minimum 1 Year,A3,"9 Hyde Road, Belmont, Stepaside, Dublin 18",9.403179981,53.265912,-6.219602,Dublin 18,https://www.daft.ie/for-rent/house-9-hyde-road-belmont-stepaside-dublin-18/5328803,2023-07-06,bf290b901613f1086a3a13ac04d7641c1875d7f9c55b198b9115b706649f84c8
196,22045681,2023-05-17,60041,Apartment,4000.0,2,3, Immediately, Yes, Minimum 1 Year,A3,"2 Bedroom Apartment, Number 1 Ballsbridge, Shelbourne Road, Dublin 4",2.773024244,53.33119051,-6.233099556,Dublin 4,https://www.daft.ie/for-rent/apartment-2-bedroom-apartment-number-1-ballsbridge-shelbourne-road-dublin-4/2509698,2023-07-06,021bb4a9cf3ba47353477841cf95bf0bef8fb235fb6e5050ce953a4e8e38351f
197,216829106,2023-07-06,437,Apartment,2836.0,2,2, Immediately, Yes, Minimum 1 Year,A3,"Orwell Place, Marianella, Rathgar, Dublin 6",4.117364684,53.308465,-6.269536,Dublin 6,https://www.daft.ie/for-rent/apartment-orwell-place-marianella-rathgar-dublin-6/5323734,2023-07-06,3c5fbf9c5fb4c51e776cb15d3ce5baf8fd376e82d1ea693f85f2da416a16f975
198,215658824,2023-07-06,4337,Apartment,2300.0,1,1, Immediately, Yes, Minimum 1 Year,A3,"Elmville, Harolds Cross Road, Harold Cross, Dublin 6W",3.012186905,53.319416,-6.279702,Dublin 6,https://www.daft.ie/for-rent/apartment-elmville-harolds-cross-road-harold-cross-dublin-6w/4667987,2023-07-06,842dce0987dfb5759d173f2fb576b386a23c56f13c1f119ec458522d11cf7795
200,216716034,2023-07-06,1564,Apartment,2600.0,2,1, Immediately, Yes, Minimum 1 Year,BER Exempt,"10 Beechwood Avenue Lower, Ranelagh",2.768185937,53.321852,-6.25405,,https://www.daft.ie/for-rent/apartment-10-beechwood-avenue-lower-ranelagh/5312506,2023-07-06,3b7dac5ca76e24cb865e0098505af2450682425233aef5fbaa9ad4310a0a6abb
201,216692484,2023-07-06,2756,Apartment,2500.0,2,1, Immediately, Yes, Minimum 1 Year,C1,"58 Balnagowan, Palmerston Park, Dublin 6",3.768507293,53.312322,-6.255435,Dublin 6,https://www.daft.ie/for-rent/apartment-58-balnagowan-palmerston-park-dublin-6/5309923,2023-07-06,bd8a4252dabf970b35c737190a8dbc681eb86f7509f7d893dbab69d58906811b
202,216883548,2023-07-06,1790,House,1900.0,2,1, Immediately, No, Minimum 1 Year,D2,"Stonebridge Close, Shankill, Dublin 18",15.94738073,53.229651,-6.126374,Dublin 18,https://www.daft.ie/for-rent/house-stonebridge-close-shankill-dublin-18/5329973,2023-07-06,4fff96797d7649217392771e29dc2b9d45d3d9470fb12e4884ebdbe7c677e8b7
203,25331121,2023-07-06,92,House,3400.0,4,2, Immediately, No, Minimum 1 Year,B3,"80 Wingfield, Dublin 18, Kilternan, Dublin 18",11.20659627,53.251262,-6.207748,Dublin 18,https://www.daft.ie/for-rent/house-80-wingfield-dublin-18-kilternan-dublin-18/5331121,2023-07-06,060f6764c4fd76c36fe6b0345d923b8b5e5e5a1ee35bc8f42aafe9ce3c1fbd75
204,25296374,2023-07-03,2829,Apartment,2950.0,2,1, Immediately, Yes, Minimum 1 Year,C1,"Apartment 17, Drury Hall, 23-27 Stephen Street Low, Dublin City Centre",0.500597258,53.341201,-6.264721,,https://www.daft.ie/for-rent/apartment-apartment-17-drury-hall-23-27-stephen-street-low-dublin-city-centre/5296374,2023-07-06,29010cb19e6cfb58f1cacea5bf450af425f64f895081d924044009d934c20ccb
206,216467921,2023-07-06,10468,House,2395.0,3,1, Immediately, Yes, Minimum 1 Year,D2,"61 Nephin Road, Dublin 7",3.504620355,53.365525,-6.307787,Dublin 7,https://www.daft.ie/for-rent/house-61-nephin-road-dublin-7/5285797,2023-07-06,c814ef02ab1482c23c9065259939d1764b766a06381fe3753f03cf379481d3ad
209,216739018,2023-07-06,2236,House,2400.0,2,1, Immediately, Yes, Minimum 1 Year,D1,"Main Street, Chapelizod, Dublin 20",5.107627813,53.348869,-6.343734,Dublin 20,https://www.daft.ie/for-rent/house-main-street-chapelizod-dublin-20/5314189,2023-07-06,4868299cbf75e82a17de2b36d473cb8188c27d2cdd1f3fbcb631c53b492b3f75
210,216717809,2023-07-06,1933,House,3500.0,4,2, Immediately, Yes, Minimum 1 Year,D2,"Sutton Park, Sutton, Dublin 13",10.18448967,53.389706,-6.133351,Dublin 13,https://www.daft.ie/for-rent/house-sutton-park-sutton-dublin-13/5312628,2023-07-06,d24a772455d72aff256486f9ad0e2cf2896158c212c2dc7c4482f1130f830e11
211,216806528,2023-07-06,1170,Apartment,2245.0,1,1, Immediately, Yes, Minimum 1 Year,C1,"Spencer House, Custom House Square, IFSC, Dublin 1",1.583732483,53.349813,-6.244627,Dublin 1,https://www.daft.ie/for-rent/apartment-spencer-house-custom-house-square-ifsc-dublin-1/5321751,2023-07-06,d62fa8d45498e8ac88ebd9e0c46e9a10716257fb3b1ee38ba4aeb0b29554df7b
212,216234349,2023-07-06,4553,Apartment,2245.0,2,1, Immediately, Yes, Minimum 1 Year,C1,"Spencer House, Custom House Square, IFSC, Dublin 1",1.583732483,53.349813,-6.244627,Dublin 1,https://www.daft.ie/for-rent/apartment-spencer-house-custom-house-square-ifsc-dublin-1/4736702,2023-07-06,23c0c1b1a3022687a8ff77808ce570526bf8cc841aa204d2137e00c508b9b347
213,216645153,2023-07-06,2086,House,4500.0,4,4," Aug 15th, 2023", No, Minimum 1 Year,B3,"Old Estuary Mill, Malahide, Co. Dublin",12.95131608,53.45088,-6.184886,,https://www.daft.ie/for-rent/house-old-estuary-mill-malahide-co-dublin/5304923,2023-07-06,0f4be8c3d0cd1da857f8ca1a1cb588e5d47fbaf9ae7b3396646a87e3248be3de
214,24730484,2023-06-30,5760,Apartment,4250.0,1,1, Immediately, Yes, Minimum 1 Year,A2,"Apartment 14, The Burbidge, Lansdowne Place, Dubli, Dublin 4",2.682901394,53.333472,-6.232287,Dublin 4,https://www.daft.ie/for-rent/apartment-apartment-14-the-burbidge-lansdowne-place-dubli-dublin-4/4730484,2023-07-06,d4e0d4942fc4dc27adedc9a4f15c8b9602977a89c9c0f653e96cc617c9b7e81b
215,216582194,2023-07-06,3082,House,4250.0,4,2, Immediately, Yes, Minimum 1 Year,C3,"Eglinton Terrace, Donnybrook, Dublin 4",3.342205442,53.322564,-6.234743,Dublin 4,https://www.daft.ie/for-rent/house-eglinton-terrace-donnybrook-dublin-4/5298443,2023-07-06,16a3f91d41f4d9d1b158b978cd1ef5b39ddce6cffec59adbe7a12f626bc9674e
216,215347449,2023-07-06,16644,House,5000.0,3,2, Immediately, No, Minimum 1 Year,A2,"3 Kingsland Parade, Portobello, Dublin 8",1.609019181,53.331027,-6.269239,Dublin 8,https://www.daft.ie/for-rent/house-3-kingsland-parade-portobello-dublin-8/4635249,2023-07-06,50e7f3888c027a7f3cee6893e962502b8237ec523c5e14eb3931904ed10e2c46
217,216692487,2023-07-06,2971,Apartment,2409.0,2,2, Immediately, Yes, Minimum 1 Year,A3,"Apt 22 Ardilaun Court, Sybill Hill Road, Raheny, Dublin 5",5.85658751,53.374855,-6.194319,Dublin 5,https://www.daft.ie/for-rent/apartment-apt-22-ardilaun-court-sybill-hill-road-raheny-dublin-5/5309934,2023-07-06,3b58fd0f5e372de8b50d50397ca8d96cbe10b82a761f8ca50d7897611ef561c2
218,216636909,2023-07-06,2758,Apartment,2350.0,2,2, Immediately, Yes, Minimum 1 Year,B3,"Castlegate Square, Lucan, Co. Dublin",12.46769292,53.337748,-6.453999,,https://www.daft.ie/for-rent/apartment-castlegate-square-lucan-co-dublin/5304406,2023-07-06,fd0b3f0934258b5d0e65d6b42fb73cb696e0d319764ee4d7e39a257f2423db9e
219,216538495,2023-07-06,2178,House,4500.0,4,2, Immediately, Yes, Minimum 1 Year,E2,"Saint Fintan's Road, Sutton, Dublin 13",11.68764008,53.377788,-6.100237,Dublin 13,https://www.daft.ie/for-rent/house-saint-fintans-road-sutton-dublin-13/5293817,2023-07-06,dae444b76ff583e2cb65ffc2a9b733044e80ffd2f3031327b16677bd3e83d04a
220,216666396,2023-07-06,3705,Apartment,4250.0,4,2, Immediately, Yes, Minimum 1 Year,C1,"48 Merrion Court, Ailesbury Road, Ballsbridge, Dublin 4",4.565463616,53.319919,-6.213596,Dublin 4,https://www.daft.ie/for-rent/apartment-48-merrion-court-ailesbury-road-ballsbridge-dublin-4/5306828,2023-07-06,d80c0072fed1e96ee5441a6dacabbe5b6d4256f4a6d9f50f4856badf9e0ee9d6
221,25330167,2023-07-05,1142,Apartment,1650.0,1,1, Immediately, Yes, Minimum 1 Year,BER Exempt,"Willsborough Apartments,Clonshaugh Road,Dublin 17, Clonshaugh, Dublin 17",7.481219993,53.405261,-6.215997,Dublin 17,https://www.daft.ie/for-rent/apartment-willsborough-apartments-clonshaugh-road-dublin-17-clonshaugh-dublin-17/5330167,2023-07-06,006240b589004a74f6eea77822dd21e27bf974eafaa21bc28d252487eb0d7810
222,216589091,2023-07-06,3209,Apartment,2450.0,1,1, Immediately, Yes, Minimum 1 Year,BER Exempt,"Windsor House, 33 Bachelors Walk, Dublin 1",0.540518385,53.347541,-6.259941,Dublin 1,https://www.daft.ie/for-rent/apartment-windsor-house-33-bachelors-walk-dublin-1/5299202,2023-07-06,4f9466487c8356aa880eeca0c572b119ac04e0d8edc6b6a47240390b61ffe7ab
223,216609927,2023-07-06,2691,Apartment,2550.0,2,1, Immediately, Yes, Minimum 1 Year,C3,"21 Gandon House, Custom House Square, IFSC, Dublin 1",1.582212952,53.349477,-6.244477,Dublin 1,https://www.daft.ie/for-rent/apartment-21-gandon-house-custom-house-square-ifsc-dublin-1/5301479,2023-07-06,d3c0e5440d77b9aa53ff7c6450d0ad848e7fba109414f8625cf7d093a7ec1c5d
224,25314786,2023-07-06,1673,Apartment,3450.0,2,1, Immediately, Yes, Minimum 3 Months,B1,"Apartment E7, The Cobbles, 21/22 Essex Street East, Dublin City Centre",0.19063079,53.345567,-6.264401,,https://www.daft.ie/for-rent/apartment-apartment-e7-the-cobbles-21-22-essex-street-east-dublin-city-centre/5314786,2023-07-06,dec92ce4b3ce8fda8e617db35a628b609e7a06df602889eb01b47dd99b9112cb
225,25329220,2023-07-05,1052,House,4000.0,3,2," Jul 10th, 2023", Yes, Minimum 3 Months,C3,"Bath Avenue, Sandymount, Dublin 4, Dublin 4",2.546621002,53.337145,-6.231619,Dublin 4,https://www.daft.ie/for-rent/house-bath-avenue-sandymount-dublin-4-dublin-4/5329220,2023-07-06,c618a8d04d3cdb289e14aa105b103214bfc53e10bc3e564eccd2922de194b2d9
226,25309974,2023-07-05,2965,House,3577.0,4,2, Immediately, Yes, Minimum 1 Year,D1,"Seafield Road East, Dublin 3, Clontarf, Dublin 3",5.676264728,53.3631547,-6.187318,Dublin 3,https://www.daft.ie/for-rent/house-seafield-road-east-dublin-3-clontarf-dublin-3/5309974,2023-07-06,49aa29097388076a75bf26974634a7a56e7f1ebf1bd1696f64b0fe58d91bc4e7
227,25313597,2023-07-05,1246,Apartment,2900.0,1,1, Immediately, Yes, Minimum 1 Year,B3,"The Warehouse, Clanbrassil Terrace, Dublin 8, South Circular Road, Dublin 8",1.199051615,53.335596,-6.274587,Dublin 8,https://www.daft.ie/for-rent/apartment-the-warehouse-clanbrassil-terrace-dublin-8-south-circular-road-dublin-8/5313597,2023-07-06,8c32c426d066e068316ea1daff75f23e859a5c0a2f1e6e64768b41b6a4c0c674
